Calculated pChEMBL,SMILES,old/new
4.88,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(Cl)cc1,old
4.74,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1C(F)(F)F,old
5.02,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(C(F)(F)F)c1,old
4.76,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(C(F)(F)F)cc1,old
4.31,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,old
4.69,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1,old
4.58,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,old
4.56,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccs1,old
4.71,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cncc(Br)c1,old
4.44,Cn1nccc1-c1cncc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)c1,old
4.58,Cc1nccc(-c2cncc(S(=O)(=O)Nc3nc(-c4ccc(Cl)cc4)cs3)c2)n1,old
4.29,O=S(=O)(Nc1nc(-c2ccccc2)cs1)c1cccc(Cl)c1,old
4.86,O=S(=O)(Nc1nc(-c2ccccc2Cl)cs1)c1cccc(Cl)c1,old
4.99,O=S(=O)(Nc1nc(-c2cccc(Cl)c2)cs1)c1cccc(Cl)c1,old
4.21,O=[N+]([O-])c1ccccc1-c1csc(NS(=O)(=O)c2cccc(Cl)c2)n1,old
4.86,O=[N+]([O-])c1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1,old
4.75,O=[N+]([O-])c1ccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)cc1,old
4.46,O=C(OCO)c1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1,old
4.89,O=S(=O)(Nc1nc(-c2cccc(Br)c2)cs1)c1cccc(Cl)c1,old
4.78,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)c1cccc(Cl)c1,old
4.63,COc1ccccc1-c1csc(NS(=O)(=O)c2cccc(Cl)c2)n1,old
4.72,COc1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1,old
4.59,COc1ccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)cc1,old
4.53,O=S(=O)(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1cccc(Cl)c1,old
4.76,Cc1sc(NS(=O)(=O)c2cccc(Cl)c2)nc1-c1ccccc1,old
4.86,O=S(=O)(Nc1nc(-c2ccccc2)c(-c2ccccc2)s1)c1cccc(Cl)c1,old
4.53,Cc1ccc(-c2nnc(NS(=O)(=O)c3cccc(Cl)c3)s2)cc1,old
4.79,Cc1cccc(S(=O)(=O)Nc2nnc(-c3ccc(Cl)cc3)s2)c1,old
4.42,O=S(=O)(Nc1ccn(-c2ccccc2)n1)c1cc(Cl)cc(Cl)c1,old
4.24,O=S(=O)(Nc1ccn(-c2ccc(Cl)cc2)n1)c1cccc(C(F)(F)F)c1,old
7.35,COc1ncccc1CNC1CC1c1ccccc1,old
7.4,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(Cl)cc1O,old
6.59,Cc1ccc(-c2ncc(OC[C@@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1,old
4.59,NC1CC1c1ccccc1,old
4.71,Cl.Cl.S=C(NCCCNCCCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,old
4.85,Cl.Cl.S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,old
7,CN(C)[C@@H]1CCN(CCN[C@H]2C[C@@H]2c2ccccc2)C1.Cl.Cl,old
5.76,C[C@@]1(N)C[C@H]1c1ccccc1.Cl,old
6.11,CC[C@@]1(N)C[C@@H]1c1ccccc1.Cl,old
6.45,CCC[C@@]1(N)C[C@H]1c1ccccc1.Cl,old
6.79,Cl.N[C@@]1(c2ccccc2)C[C@H]1c1ccccc1,old
6.21,Cl.N[C@]1(Cc2ccccc2)C[C@@H]1c1ccccc1,old
6.66,Cl.N[C@]1(Cc2ccc3ccccc3c2)C[C@H]1c1ccccc1,old
6.69,Cl.N[C@]1(CCc2ccccc2)C[C@H]1c1ccccc1,old
5.75,C[C@]1(N)C[C@@H]1c1ccccc1.Cl,old
6.01,CC[C@@]1(N)C[C@H]1c1ccccc1.Cl,old
6.23,Cl.N[C@]1(c2ccccc2)C[C@H]1c1ccccc1,old
6.47,Cl.N[C@]1(Cc2ccccc2)C[C@H]1c1ccccc1,old
5.49,C[C@]1(N)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,old
6.22,CC[C@]1(N)C[C@@H]1c1ccccc1.Cl,old
6.88,Cl.N[C@@]1(c2ccccc2)C[C@@H]1c1ccccc1,old
5.04,N[C@@]1(CO)C[C@H]1c1ccccc1,old
6,NC1CC1c1c(F)cc(F)cc1OCc1ccccc1,old
5.3,CCNCCCCCCCCCCCCCCCCNC/C=C/CNCCCCCCCCCCCCCCCCNCC,old
4.3,Cc1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,old
5.1,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,old
5.15,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,old
5.44,Cl.S=C(NCCCNCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,old
6.83,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O,old
6.65,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN1CC=CC1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O,old
4.96,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN1CC=CCC1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O,old
6.55,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O,old
4.06,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN1CC=CCC1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](C)C(=O)O,old
6.8,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@H](C)O,old
6.45,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)O)[C@H](C)O,old
6.35,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNC1CC1c1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)[C@H](C)O)[C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)O,old
5.8,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccccc2)n1,old
5.94,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1,old
5.96,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(C)cc2)n1,old
5.97,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(CC(C)C)cc2)n1,old
5.74,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)cc2)n1,old
5.59,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)n1,old
5.8,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Cl)cc2)n1,old
5.78,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(F)c(F)c2)n1,old
5.8,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2ccc(Br)cc2)n1,old
5.45,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cccc(Cl)c2)n1,old
5.58,C#CCSc1nc(NNC(N)=S)c(C#N)c(-c2cccc(OC)c2)n1,old
5.58,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Cl)cc2)n1,old
5.13,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(F)c(F)c2)n1,old
5.5,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(C)cc2)n1,old
5.31,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(CC(C)C)cc2)n1,old
5.3,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2cccc(Cl)c2)n1,old
4.95,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)n1,old
4.38,C#CCSc1nc(NNC(N)=O)c(C#N)c(-c2ccc(Br)cc2)n1,old
4.34,C#CCSc1nc(Cl)c(C#N)c(-c2ccccc2)n1,old
5.5,C#CCSc1nc(Cl)c(C#N)c(-c2cc(OC)c(OC)c(OC)c2)n1,old
4.23,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(C)cc2)n1,old
4.58,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(CC(C)C)cc2)n1,old
4.66,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(F)cc2)n1,old
5.08,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(Cl)cc2)n1,old
4.61,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(F)c(F)c2)n1,old
4.61,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(Br)cc2)n1,old
4.01,N#Cc1c(Cl)nc(SCc2cn(Cc3ccccc3Cl)nn2)nc1-c1ccccc1,old
4.01,COc1cc(-c2nc(SCc3ccc(Cl)c(Cl)c3)nc(NNC(N)=S)c2C#N)cc(OC)c1OC,old
6.25,Cl.NC1CC1c1ccc(NC(=O)c2ccccc2)cc1,old
7.89,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1,old
7.68,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1,old
4.93,Cl.N[C@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1,old
4.96,Cl.N[C@@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1,old
4.13,Cl.NC1CC1c1ccccc1NC(=O)c1ccccc1,old
7.59,Cl.N[C@@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1,old
7.66,Cl.N[C@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1,old
5.56,Cl.N[C@@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1,old
6.35,Cl.N[C@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1,old
6.44,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,old
7.52,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,old
6.41,Cl.N[C@H]1C[C@@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,old
7.3,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,old
5.77,Nc1nnc(NCc2c(Cl)cccc2Oc2ccccc2)[nH]1,old
6.52,O=C(N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)NCc1ccccc1)c1ccccc1,old
6.68,c1ccc(C2C[C@@H]2NCc2cccnc2)cc1,old
7.82,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(Cl)cc3)cc2)CC1,old
6.1,Fc1ccc(CN[C@H]2CC2c2ccccc2)cc1,old
6.48,N#Cc1ccc(CN[C@H]2CC2c2ccccc2)cc1,old
5.55,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cc1,old
6,c1ccc(C2C[C@@H]2NCc2ccccn2)cc1,old
6.15,c1ccc(C2C[C@@H]2NCc2ccncc2)cc1,old
6.15,Cc1cccc(CN[C@H]2CC2c2ccccc2)n1,old
6.1,c1ccc(C2C[C@@H]2NCc2nccs2)cc1,old
5.35,c1ccc(C2C[C@@H]2NCc2cccs2)cc1,old
5.7,Fc1cccc(CN[C@H]2CC2c2ccccc2)c1,old
5.64,Fc1ccccc1CN[C@H]1CC1c1ccccc1,old
6.4,COc1cccc(CN[C@H]2CC2c2ccccc2)c1,old
6.55,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cn1,old
6.39,Clc1ccc(CN[C@H]2CC2c2ccccc2)cn1,old
6.3,Cc1ccnc(CN[C@H]2CC2c2ccccc2)c1,old
6.13,COc1cccc(CN[C@H]2CC2c2ccccc2)n1,old
5.34,Oc1cccnc1CN[C@H]1CC1c1ccccc1,old
6.68,Brc1cccc(CN[C@H]2CC2c2ccccc2)n1,old
5.34,COc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1,old
5.52,Fc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1,old
6.34,c1ccc(C2C[C@@H]2NCc2ccc3ccccc3n2)cc1,old
5.95,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)nc1,old
6.26,Fc1cccnc1CN[C@H]1CC1c1ccccc1,old
6.85,c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1,old
6.74,COc1ccc(CN[C@H]2CC2c2ccccc2)cn1,old
6.6,COc1cncc(CN[C@H]2CC2c2ccccc2)c1,old
6.6,COc1ncccc1CN[C@H]1CC1c1ccccc1,old
6.72,C1=Nc2ccccc2C1CN[C@H]1CC1c1ccccc1,old
6.8,N#Cc1cccc(CN[C@H]2CC2c2ccccc2)c1,old
6.41,COc1ccccc1CN[C@H]1CC1c1ccccc1,old
6.8,Nc1ncccc1CN[C@H]1CC1c1ccccc1,old
7.05,Clc1ncccc1CN[C@H]1CC1c1ccccc1,old
7.22,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1OC,old
6.52,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)CCO3)cc1,old
6.4,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCO3)cc1,old
6.17,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCO3)cc1,old
6.02,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)c(F)c1,old
5.35,FC(F)(F)Oc1ccc(CN[C@H]2CC2c2ccccc2)cc1,old
6.52,COc1ccc(F)cc1CN[C@H]1CC1c1ccccc1,old
6.44,COc1ccc(CN[C@H]2CC2c2ccccc2)c(F)c1,old
5.71,COc1ccc(CN[C@H]2CC2c2ccccc2)c2ccccc12,old
6.66,COc1cccc(F)c1CN[C@H]1CC1c1ccccc1,old
7.22,COc1ccc2ccccc2c1CN[C@H]1CC1c1ccccc1,old
7.3,COc1ccc2c(OC)ccc(CN[C@H]3CC3c3ccccc3)c2c1,old
6.35,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1C,old
6.29,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1Cl,old
6.29,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1F,old
7.1,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1,old
6.55,c1ccc(C2C[C@@H]2NCc2cccc3c2OCCCO3)cc1,old
6.52,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCCO3)cc1,old
7.4,CC1(C)CCc2cc(CN[C@H]3CC3c3ccccc3)ccc2O1,old
7.15,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1C,old
7.15,COc1cc(C)c(CN[C@H]2CC2c2ccccc2)cc1C,old
6.68,COc1cc(F)c(CN[C@H]2CC2c2ccccc2)cc1OC,old
6.83,COc1cc(CN[C@H]2CC2c2ccccc2)cc(Cl)c1OC,old
7.22,COc1ccc(CN[C@H]2CC2c2ccccc2)c(Cl)c1OC,old
6.74,c1ccc(C2C[C@@H]2NCc2ccc3[nH]ccc3c2)cc1,old
6.04,c1ccc(COc2ccc(C3C[C@@H]3NCc3ccccn3)cc2)cc1,old
7.3,COc1ccccc1CN[C@H]1CC1c1ccc(OCc2ccccc2)cc1,old
6.59,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1,old
6.68,COc1ccc(C(C)N[C@H]2CC2c2ccccc2)cc1OC,old
8.3,CC(N[C@H]1CC1c1ccccc1)c1ccc2c(c1)OCCO2,old
6.55,COc1ccc(CC(C)N[C@H]2CC2c2ccccc2)cc1OC,old
7.85,Cc1noc(CN[C@H]2CC2c2ccccc2)n1,old
5.22,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1,old
5.52,NC(=O)CN[C@H]1C[C@@H]1c1ccccc1,old
5.39,CC(N[C@H]1C[C@@H]1c1ccccc1)C(=O)NC1CC1,old
5.22,C#CCNC(=O)CN[C@H]1C[C@@H]1c1ccccc1,old
4.72,CC(C)NC(=O)CN[C@H]1CC1c1ccccc1,old
4.64,CC(C)(C)NC(=O)CN[C@H]1CC1c1ccccc1,old
5.05,O=C(CN[C@H]1CC1c1ccccc1)N1CCOCC1,old
5.19,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O,old
5.33,COC(=O)C(C)N[C@H]1C[C@@H]1c1ccccc1,old
6.62,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NCC1CCNCC1,old
7.4,CC(CN(C)C)NC(=O)CN[C@H]1C[C@@H]1c1ccccc1,old
6.66,CN(C)[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,old
6.93,CN(C)[C@@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,old
8.05,N[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,old
6.87,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N[C@H]1CCNC1,old
6.46,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1,old
6.59,CCN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1,old
5.98,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(Cc2ccccc2)CC1,old
5.92,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(c2ccccc2)CC1,old
7.44,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1,old
6.28,O=C(CN[C@H]1C[C@@H]1c1ccc(OCc2ccccc2)cc1)NC1CC1,old
7.74,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(F)c3)cc2)CC1,old
7.66,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(F)cc3)cc2)CC1,old
7.33,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Cl)c3)cc2)CC1,old
7.6,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Br)c3)cc2)CC1,old
7.77,[C-]#[N+]c1ccc(COc2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1,old
6.79,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCCc3ccccc3)cc2)CC1,old
6.41,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(-c4ccccc4)cc3)cc2)CC1,old
7,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3)cc2)CC1,old
7.37,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1,old
7.6,COc1cccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)c1,old
7.52,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1,old
7.59,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C#N)c3)cc2)CC1,old
7.57,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(C#N)cc3)cc2)CC1,old
7.38,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3)cc2)CC1,old
6.85,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
7.62,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)CC1,old
